iShares Russell 1000 ETF
Fund Holdings as of,"Nov 07, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"AMCR","AMCOR PLC","Materials","Equity","13,670,846.55","0.03","13,670,846.55","1,633,315.00","8.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","13,477,795.67","0.03","13,477,795.67","48,739.00","276.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","13,457,988.21","0.03","13,457,988.21","13,709.00","981.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","13,426,290.90","0.03","13,426,290.90","53,370.00","251.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","13,420,891.63","0.03","13,420,891.63","176,521.00","76.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","13,403,273.04","0.03","13,403,273.04","97,528.00","137.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","13,374,102.30","0.03","13,374,102.30","169,507.00","78.90","United States","NASDAQ","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","13,335,171.85","0.03","13,335,171.85","93,613.00","142.45","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","13,270,887.00","0.03","13,270,887.00","353,325.00","37.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","13,261,374.06","0.03","13,261,374.06","370,326.00","35.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","13,247,083.44","0.03","13,247,083.44","86,379.00","153.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","13,204,608.00","0.03","13,204,608.00","131,520.00","100.40","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","13,149,864.75","0.03","13,149,864.75","103,015.00","127.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGI","SOMNIGROUP INTERNATIONAL INC","Consumer Discretionary","Equity","13,126,130.00","0.03","13,126,130.00","143,848.00","91.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","13,093,288.62","0.03","13,093,288.62","158,017.00","82.86","United States","NASDAQ","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","13,014,159.39","0.03","13,014,159.39","117,213.00","111.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","12,954,165.38","0.03","12,954,165.38","154,843.00","83.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","12,912,137.91","0.03","12,912,137.91","97,797.00","132.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","12,855,856.44","0.03","12,855,856.44","58,961.00","218.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","12,845,757.12","0.03","12,845,757.12","100,609.00","127.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","12,742,130.28","0.03","12,742,130.28","62,078.00","205.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","12,716,789.20","0.03","12,716,789.20","182,660.00","69.62","United States","NASDAQ","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","12,697,334.82","0.03","12,697,334.82","36,942.00","343.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","12,694,077.66","0.03","12,694,077.66","45,202.00","280.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","12,665,045.95","0.03","12,665,045.95","295,567.00","42.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","12,651,317.00","0.03","12,651,317.00","150,164.00","84.25","United States","NASDAQ","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","12,602,562.00","0.03","12,602,562.00","62,840.00","200.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","12,540,627.00","0.03","12,540,627.00","141,702.00","88.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TLN","TALEN ENERGY CORP","Utilities","Equity","12,485,051.29","0.03","12,485,051.29","32,297.00","386.57","United States","NASDAQ","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","12,486,826.88","0.03","12,486,826.88","116,308.00","107.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","12,479,576.77","0.03","12,479,576.77","243,599.00","51.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","12,474,491.05","0.03","12,474,491.05","64,451.00","193.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","12,471,070.26","0.03","12,471,070.26","98,461.00","126.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","12,471,250.76","0.03","12,471,250.76","121,564.00","102.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","12,443,801.52","0.03","12,443,801.52","74,904.00","166.13","United States","NASDAQ","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","12,406,049.42","0.03","12,406,049.42","53,806.00","230.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","12,402,807.20","0.03","12,402,807.20","164,080.00","75.59","United States","NASDAQ","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","12,353,652.25","0.03","12,353,652.25","94,483.00","130.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","12,347,933.78","0.03","12,347,933.78","183,367.00","67.34","United States","NASDAQ","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","12,332,087.68","0.03","12,332,087.68","82,522.00","149.44","United States","NASDAQ","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","12,298,996.08","0.03","12,298,996.08","6,762.00","1,818.84","United States","NASDAQ","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","12,189,499.84","0.03","12,189,499.84","674,198.00","18.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","12,134,576.23","0.03","12,134,576.23","433,223.00","28.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TOST","TOAST INC CLASS A","Financials","Equity","12,094,264.00","0.03","12,094,264.00","326,872.00","37.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","12,072,287.78","0.03","12,072,287.78","113,911.00","105.98","United States","NASDAQ","USD","1.00","USD","-"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","12,006,338.08","0.03","12,006,338.08","163,396.00","73.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","11,958,555.80","0.03","11,958,555.80","518,135.00","23.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTAI","FTAI AVIATION LTD","Industrials","Equity","11,888,196.00","0.03","11,888,196.00","72,489.00","164.00","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","11,873,335.00","0.03","11,873,335.00","298,325.00","39.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","11,862,651.84","0.03","11,862,651.84","45,552.00","260.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","11,776,402.56","0.03","11,776,402.56","181,064.00","65.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","11,756,631.90","0.03","11,756,631.90","158,659.00","74.10","United States","NASDAQ","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","11,680,269.68","0.03","11,680,269.68","199,288.00","58.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","11,658,541.05","0.03","11,658,541.05","48,555.00","240.11","United States","NASDAQ","USD","1.00","USD","-"
"PINS","PINTEREST INC CLASS A","Communication","Equity","11,432,115.45","0.03","11,432,115.45","422,005.00","27.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","11,407,069.18","0.03","11,407,069.18","90,089.00","126.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","11,391,530.71","0.03","11,391,530.71","80,923.00","140.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","11,372,250.88","0.03","11,372,250.88","23,104.00","492.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","11,320,394.00","0.03","11,320,394.00","182,587.00","62.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRS","CARPENTER TECHNOLOGY CORP","Industrials","Equity","11,234,328.00","0.03","11,234,328.00","34,251.00","328.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","11,190,248.70","0.03","11,190,248.70","502,030.00","22.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","11,125,312.36","0.03","11,125,312.36","138,134.00","80.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","11,122,969.77","0.03","11,122,969.77","41,767.00","266.31","United States","NASDAQ","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","10,895,898.75","0.02","10,895,898.75","335,775.00","32.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","10,877,281.56","0.02","10,877,281.56","110,172.00","98.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","10,870,102.32","0.02","10,870,102.32","137,544.00","79.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","10,842,888.80","0.02","10,842,888.80","83,632.00","129.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","10,824,695.20","0.02","10,824,695.20","669,845.00","16.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","10,788,368.13","0.02","10,788,368.13","57,327.00","188.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","10,763,175.68","0.02","10,763,175.68","279,128.00","38.56","United States","NASDAQ","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","10,569,824.65","0.02","10,569,824.65","185,273.00","57.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","10,504,925.86","0.02","10,504,925.86","128,062.00","82.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","10,497,531.15","0.02","10,497,531.15","68,895.00","152.37","United States","NASDAQ","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","10,495,168.08","0.02","10,495,168.08","155,784.00","67.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","10,453,239.72","0.02","10,453,239.72","198,429.00","52.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","10,396,678.40","0.02","10,396,678.40","341,996.00","30.40","United States","NASDAQ","USD","1.00","USD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","10,332,859.68","0.02","10,332,859.68","37,544.00","275.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","10,280,547.04","0.02","10,280,547.04","58,472.00","175.82","United States","NASDAQ","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","10,259,925.00","0.02","10,259,925.00","138,125.00","74.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","10,151,283.65","0.02","10,151,283.65","60,659.00","167.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","10,129,165.74","0.02","10,129,165.74","153,542.00","65.97","United States","NASDAQ","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","10,104,369.73","0.02","10,104,369.73","97,279.00","103.87","United States","NASDAQ","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","10,096,965.12","0.02","10,096,965.12","41,088.00","245.74","United States","NASDAQ","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","10,086,246.54","0.02","10,086,246.54","222,802.00","45.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","10,030,397.10","0.02","10,030,397.10","458,009.00","21.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JLL","JONES LANG LASALLE INC","Real Estate","Equity","10,014,590.36","0.02","10,014,590.36","33,431.00","299.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","10,001,878.17","0.02","10,001,878.17","388,121.00","25.77","United States","NASDAQ","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","9,974,280.60","0.02","9,974,280.60","211,230.00","47.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","9,975,185.20","0.02","9,975,185.20","143,116.00","69.70","United States","NASDAQ","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","9,933,355.75","0.02","9,933,355.75","116,575.00","85.21","United States","NASDAQ","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","9,909,756.60","0.02","9,909,756.60","141,366.00","70.10","United States","NASDAQ","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","9,889,310.74","0.02","9,889,310.74","45,134.00","219.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","9,842,286.10","0.02","9,842,286.10","200,945.00","48.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","9,811,595.76","0.02","9,811,595.76","30,084.00","326.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","9,758,061.88","0.02","9,758,061.88","186,116.00","52.43","United States","NASDAQ","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","9,750,035.68","0.02","9,750,035.68","30,184.00","323.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATI","ATI INC","Industrials","Equity","9,720,178.65","0.02","9,720,178.65","99,541.00","97.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
